codigo,nombre,tipo,naturaleza,nivel,codigo_padre,requiere_tercero,activa
16252001,En Fideicomisos De Garantia,ACT,debit,5,162520,Si,Si
162525,EN FIDEICOMISOS DE ADMINISTRACION,ACT,debit,4,1625,No,Si
16252501,En Fideicomisos De Administracion,ACT,debit,5,162525,Si,Si
162530,DE EXHIBICION - PELICULAS,ACT,debit,4,1625,No,Si
16253001,De Exhibicion - Peliculas,ACT,debit,5,162530,Si,Si
162535,EN BIENES RECIBIDOS EN ARRENDAMIENTO FINANCIERO (LEASING),ACT,debit,4,1625,No,Si
16253501,En Bienes Recibidos En Arrendamiento Financiero (Leasing),ACT,debit,5,162535,Si,Si
162595,OTROS,ACT,debit,4,1625,No,Si
16259501,Otros,ACT,debit,5,162595,Si,Si
1630,KNOW HOW,ACT,debit,3,16,No,Si
1635,LICENCIAS,ACT,debit,3,16,No,Si
1698,DEPRECIACION Y/O AMORTIZACION ACUMULADA,ACT,debit,3,16,No,Si
169805,CREDITO MERCANTIL,ACT,debit,4,1698,No,Si
16980501,Credito Mercantil,ACT,debit,5,169805,Si,Si
169810,MARCAS,ACT,debit,4,1698,No,Si
16981001,Marcas,ACT,debit,5,169810,Si,Si
169815,PATENTES,ACT,debit,4,1698,No,Si
16981501,Patentes,ACT,debit,5,169815,Si,Si
169820,CONCESIONES Y FRANQUICIAS,ACT,debit,4,1698,No,Si
16982001,Concesiones Y Franquicias,ACT,debit,5,169820,Si,Si
169830,DERECHOS,ACT,debit,4,1698,No,Si
16983001,Derechos,ACT,debit,5,169830,Si,Si
169835,KNOW HOW,ACT,debit,4,1698,No,Si
16983501,Know How,ACT,debit,5,169835,Si,Si
169840,LICENCIAS,ACT,debit,4,1698,No,Si
16984001,Licencias,ACT,debit,5,169840,Si,Si
1699,PROVISIONES,ACT,debit,3,16,No,Si
17,DIFERIDOS,ACT,debit,2,1,No,Si
1705,GASTOS PAGADOS POR ANTICIPADO,ACT,debit,3,17,No,Si
170505,INTERESES,ACT,debit,4,1705,No,Si
17050501,Intereses,ACT,debit,5,170505,Si,Si
170510,HONORARIOS,ACT,debit,4,1705,No,Si
17051001,Honorarios,ACT,debit,5,170510,Si,Si
170515,COMISIONES,ACT,debit,4,1705,No,Si
17051501,Comisiones,ACT,debit,5,170515,Si,Si
170520,SEGUROS Y FIANZAS,ACT,debit,4,1705,No,Si
17052001,Seguros Y Fianzas,ACT,debit,5,170520,Si,Si
170525,ARRENDAMIENTOS,ACT,debit,4,1705,No,Si
17052501,Arrendamientos,ACT,debit,5,170525,Si,Si
170530,BODEGAJES,ACT,debit,4,1705,No,Si
17053001,Bodegajes,ACT,debit,5,170530,Si,Si
170535,MANTENIMIENTO EQUIPOS,ACT,debit,4,1705,No,Si
17053501,Mantenimiento Equipos,ACT,debit,5,170535,Si,Si
170540,SERVICIOS,ACT,debit,4,1705,No,Si
17054001,Servicios,ACT,debit,5,170540,Si,Si
170545,SUSCRIPCIONES,ACT,debit,4,1705,No,Si
17054501,Suscripciones,ACT,debit,5,170545,Si,Si
170595,OTROS,ACT,debit,4,1705,No,Si
17059501,Otros,ACT,debit,5,170595,Si,Si
1710,CARGOS DIFERIDOS,ACT,debit,3,17,No,Si
171004,ORGANIZACION Y PREOPERATIVOS,ACT,debit,4,1710,No,Si
17100401,Organizacion Y Preoperativos,ACT,debit,5,171004,Si,Si
171008,REMODELACIONES,ACT,debit,4,1710,No,Si
17100801,Remodelaciones,ACT,debit,5,171008,Si,Si
171012,ESTUDIOS- INVESTIGACIONES Y PROYECTOS,ACT,debit,4,1710,No,Si
17101201,Estudios- Investigaciones Y Proyectos,ACT,debit,5,171012,Si,Si
171016,PROGRAMAS PARA COMPUTADOR (SOFTWARE),ACT,debit,4,1710,No,Si
17101601,Programas Para Computador (Software),ACT,debit,5,171016,Si,Si
171020,UTILES Y PAPELERIA,ACT,debit,4,1710,No,Si
17102001,Utiles Y Papeleria,ACT,debit,5,171020,Si,Si
171024,MEJORAS A PROPIEDADES AJENAS,ACT,debit,4,1710,No,Si
17102401,Mejoras A Propiedades Ajenas,ACT,debit,5,171024,Si,Si
171028,CONTRIBUCIONES Y AFILIACIONES,ACT,debit,4,1710,No,Si
17102801,Contribuciones Y Afiliaciones,ACT,debit,5,171028,Si,Si
171032,ENTRENAMIENTO DE PERSONAL,ACT,debit,4,1710,No,Si
17103201,Entrenamiento De Personal,ACT,debit,5,171032,Si,Si
171036,FERIAS Y EXPOSICIONES,ACT,debit,4,1710,No,Si
17103601,Ferias Y Exposiciones,ACT,debit,5,171036,Si,Si
171040,LICENCIAS,ACT,debit,4,1710,No,Si
17104001,Licencias,ACT,debit,5,171040,Si,Si
171044,PUBLICIDAD- PROPAGANDA Y PROMOCION,ACT,debit,4,1710,No,Si
17104401,Publicidad- Propaganda Y Promocion,ACT,debit,5,171044,Si,Si
171048,ELEMENTOS DE ASEO Y CAFETERIA,ACT,debit,4,1710,No,Si
17104801,Elementos De Aseo Y Cafeteria,ACT,debit,5,171048,Si,Si
171052,MOLDES Y TROQUELES,ACT,debit,4,1710,No,Si
17105201,Moldes Y Troqueles,ACT,debit,5,171052,Si,Si
171056,INSTRUMENTAL QUIRURGICO,ACT,debit,4,1710,No,Si
17105601,Instrumental Quirurgico,ACT,debit,5,171056,Si,Si
171060,DOTACION Y SUMINISTRO A TRABAJADORES,ACT,debit,4,1710,No,Si
17106001,Dotacion Y Suministro A Trabajadores,ACT,debit,5,171060,Si,Si
171064,ELEMENTOS DE ROPERIA Y LENCERIA,ACT,debit,4,1710,No,Si
17106401,Elementos De Roperia Y Lenceria,ACT,debit,5,171064,Si,Si
171068,LOZA Y CRISTALERIA,ACT,debit,4,1710,No,Si
17106801,Loza Y Cristaleria,ACT,debit,5,171068,Si,Si
171069,PLATERIA,ACT,debit,4,1710,No,Si
17106901,Plateria,ACT,debit,5,171069,Si,Si
171070,CUBIERTERIA,ACT,debit,4,1710,No,Si
17107001,Cubierteria,ACT,debit,5,171070,Si,Si
171076,IMPUESTO DE RENTA DIFERIDO ?DEBITOS? POR DIFERENCIAS TEMPORALES,ACT,debit,4,1710,No,Si
17107601,Impuesto De Renta Diferido ?Debitos? Por Diferencias Temporales,ACT,debit,5,171076,Si,Si
171080,CONCURSOS Y LICITACIONES,ACT,debit,4,1710,No,Si
17108001,Concursos Y Licitaciones,ACT,debit,5,171080,Si,Si
171095,OTROS,ACT,debit,4,1710,No,Si
17109501,Otros,ACT,debit,5,171095,Si,Si
1715,COSTOS DE EXPLORACION POR AMORTIZAR,ACT,debit,3,17,No,Si
171505,POZOS SECOS,ACT,debit,4,1715,No,Si
17150501,Pozos Secos,ACT,debit,5,171505,Si,Si
171510,POZOS NO COMERCIALES,ACT,debit,4,1715,No,Si
17151001,Pozos No Comerciales,ACT,debit,5,171510,Si,Si
171515,OTROS COSTOS DE EXPLORACION,ACT,debit,4,1715,No,Si
17151501,Otros Costos De Exploracion,ACT,debit,5,171515,Si,Si
1720,COSTOS DE EXPLOTACION Y DESARROLLO,ACT,debit,3,17,No,Si
172005,PERFORACION Y EXPLOTACION,ACT,debit,4,1720,No,Si
17200501,Perforacion Y Explotacion,ACT,debit,5,172005,Si,Si
172010,PERFORACIONES CAMPOS EN DESARROLLO,ACT,debit,4,1720,No,Si
17201001,Perforaciones Campos En Desarrollo,ACT,debit,5,172010,Si,Si
172015,FACILIDADES DE PRODUCCION,ACT,debit,4,1720,No,Si
17201501,Facilidades De Produccion,ACT,debit,5,172015,Si,Si
172020,SERVICIO A POZOS,ACT,debit,4,1720,No,Si
17202001,Servicio A Pozos,ACT,debit,5,172020,Si,Si
1730,CARGOS POR CORRECCION MONETARIA DIFERIDA,ACT,debit,3,17,No,Si
1798,AMORTIZACION ACUMULADA,ACT,debit,3,17,No,Si
179805,COSTOS DE EXPLORACION POR AMORTIZAR,ACT,debit,4,1798,No,Si
17980501,Costos De Exploracion Por Amortizar,ACT,debit,5,179805,Si,Si
179810,COSTOS DE EXPLOTACION Y DESARROLLO,ACT,debit,4,1798,No,Si
17981001,Costos De Explotacion Y Desarrollo,ACT,debit,5,179810,Si,Si
18,OTROS ACTIVOS,ACT,debit,2,1,No,Si
1805,BIENES DE ARTE Y CULTURA,ACT,debit,3,18,No,Si
180505,OBRAS DE ARTE,ACT,debit,4,1805,No,Si
18050501,Obras De Arte,ACT,debit,5,180505,Si,Si
180510,BIBLIOTECAS,ACT,debit,4,1805,No,Si
18051001,Bibliotecas,ACT,debit,5,180510,Si,Si
180595,OTROS,ACT,debit,4,1805,No,Si
18059501,Otros,ACT,debit,5,180595,Si,Si
1895,DIVERSOS,ACT,debit,3,18,No,Si
189505,MAQUINAS PORTEADORAS,ACT,debit,4,1895,No,Si
18950501,Maquinas Porteadoras,ACT,debit,5,189505,Si,Si
189510,BIENES ENTREGADOS EN COMODATO,ACT,debit,4,1895,No,Si
18951001,Bienes Entregados En Comodato,ACT,debit,5,189510,Si,Si
189515,AMORTIZACION ACUMULADA DE BIENES ENTREGADOS EN COMODATO (CR),ACT,debit,4,1895,No,Si
18951501,Amortizacion Acumulada De Bienes Entregados En Comodato (Cr),ACT,debit,5,189515,Si,Si
189520,BIENES RECIBIDOS EN PAGO,ACT,debit,4,1895,No,Si
18952001,Bienes Recibidos En Pago,ACT,debit,5,189520,Si,Si
189525,DERECHOS SUCESORALES,ACT,debit,4,1895,No,Si
18952501,Derechos Sucesorales,ACT,debit,5,189525,Si,Si
189530,ESTAMPILLAS,ACT,debit,4,1895,No,Si
18953001,Estampillas,ACT,debit,5,189530,Si,Si
189595,OTROS,ACT,debit,4,1895,No,Si
18959501,Otros,ACT,debit,5,189595,Si,Si
19,VALORIZACIONES,ACT,debit,2,1,No,Si
1905,DE INVERSIONES,ACT,debit,3,19,No,Si
1910,DE PROPIEDADES- PLANTA Y EQUIPO,ACT,debit,3,19,No,Si
1995,DE OTROS ACTIVOS,ACT,debit,3,19,No,Si
2,PASIVO,PAS,credit,1,,No,Si
21,OBLIGACIONES FINANCIERAS,PAS,credit,2,2,No,Si
2105,BANCOS NACIONALES,PAS,credit,3,21,No,Si
210505,SOBREGIROS,PAS,credit,4,2105,No,Si
21050501,Sobregiros,PAS,credit,5,210505,Si,Si
210510,PAGARES,PAS,credit,4,2105,No,Si
21051001,Pagares,PAS,credit,5,210510,Si,Si
210515,CARTAS DE CREDITO,PAS,credit,4,2105,No,Si
21051501,Cartas De Credito,PAS,credit,5,210515,Si,Si
210520,ACEPTACIONES BANCARIAS,PAS,credit,4,2105,No,Si
21052001,Aceptaciones Bancarias,PAS,credit,5,210520,Si,Si
2110,BANCOS DEL EXTERIOR,PAS,credit,3,21,No,Si
211005,SOBREGIROS,PAS,credit,4,2110,No,Si
21100501,Sobregiros,PAS,credit,5,211005,Si,Si
211010,PAGARES,PAS,credit,4,2110,No,Si
21101001,Pagares,PAS,credit,5,211010,Si,Si
211015,CARTAS DE CREDITO,PAS,credit,4,2110,No,Si
21101501,Cartas De Credito,PAS,credit,5,211015,Si,Si
211020,ACEPTACIONES BANCARIAS,PAS,credit,4,2110,No,Si
21102001,Aceptaciones Bancarias,PAS,credit,5,211020,Si,Si
2115,CORPORACIONES FINANCIERAS,PAS,credit,3,21,No,Si
211505,PAGARES,PAS,credit,4,2115,No,Si
21150501,Pagares,PAS,credit,5,211505,Si,Si
211510,ACEPTACIONES FINANCIERAS,PAS,credit,4,2115,No,Si
21151001,Aceptaciones Financieras,PAS,credit,5,211510,Si,Si
211515,CARTAS DE CREDITO,PAS,credit,4,2115,No,Si
21151501,Cartas De Credito,PAS,credit,5,211515,Si,Si
211520,CONTRATOS DE ARRENDAMIENTO FINANCIERO (LEASING),PAS,credit,4,2115,No,Si
21152001,Contratos De Arrendamiento Financiero (Leasing),PAS,credit,5,211520,Si,Si
2120,COMPAÑIAS DE FINANCIAMIENTO COMERCIAL,PAS,credit,3,21,No,Si
212005,PAGARES,PAS,credit,4,2120,No,Si
21200501,Pagares,PAS,credit,5,212005,Si,Si
212010,ACEPTACIONES FINANCIERAS,PAS,credit,4,2120,No,Si
21201001,Aceptaciones Financieras,PAS,credit,5,212010,Si,Si
212020,CONTRATOS DE ARRENDAMIENTO FINANCIERO (LEASING),PAS,credit,4,2120,No,Si
21202001,Contratos De Arrendamiento Financiero (Leasing),PAS,credit,5,212020,Si,Si
2125,CORPORACIONES DE AHORRO Y VIVIENDA,PAS,credit,3,21,No,Si
212505,SOBREGIROS,PAS,credit,4,2125,No,Si
21250501,Sobregiros,PAS,credit,5,212505,Si,Si
212510,PAGARES,PAS,credit,4,2125,No,Si
21251001,Pagares,PAS,credit,5,212510,Si,Si
212515,HIPOTECARIAS,PAS,credit,4,2125,No,Si
21251501,Hipotecarias,PAS,credit,5,212515,Si,Si
2130,ENTIDADES FINANCIERAS DEL EXTERIOR,PAS,credit,3,21,No,Si
2135,COMPROMISOS DE RECOMPRA DE INVERSIONES NEGOCIADAS,PAS,credit,3,21,No,Si
213505,ACCIONES,PAS,credit,4,2135,No,Si
21350501,Acciones,PAS,credit,5,213505,Si,Si
213510,CUOTAS O PARTES DE INTERES SOCIAL,PAS,credit,4,2135,No,Si
21351001,Cuotas O Partes De Interes Social,PAS,credit,5,213510,Si,Si
213515,BONOS,PAS,credit,4,2135,No,Si
21351501,Bonos,PAS,credit,5,213515,Si,Si
213520,CEDULAS,PAS,credit,4,2135,No,Si
21352001,Cedulas,PAS,credit,5,213520,Si,Si
213525,CERTIFICADOS,PAS,credit,4,2135,No,Si
21352501,Certificados,PAS,credit,5,213525,Si,Si
213530,PAPELES COMERCIALES,PAS,credit,4,2135,No,Si
21353001,Papeles Comerciales,PAS,credit,5,213530,Si,Si
213535,TITULOS,PAS,credit,4,2135,No,Si
21353501,Titulos,PAS,credit,5,213535,Si,Si
213540,ACEPTACIONES BANCARIAS O FINANCIERAS,PAS,credit,4,2135,No,Si
21354001,Aceptaciones Bancarias O Financieras,PAS,credit,5,213540,Si,Si
213595,OTROS,PAS,credit,4,2135,No,Si
21359501,Otros,PAS,credit,5,213595,Si,Si
2140,COMPROMISOS DE RECOMPRA DE CARTERA NEGOCIADA,PAS,credit,3,21,No,Si
2145,OBLIGACIONES GUBERNAMENTALES,PAS,credit,3,21,No,Si
214505,GOBIERNO NACIONAL,PAS,credit,4,2145,No,Si
21450501,Gobierno Nacional,PAS,credit,5,214505,Si,Si
214510,ENTIDADES OFICIALES,PAS,credit,4,2145,No,Si
21451001,Entidades Oficiales,PAS,credit,5,214510,Si,Si
2195,OTRAS OBLIGACIONES,PAS,credit,3,21,No,Si
219505,PARTICULARES,PAS,credit,4,2195,No,Si
21950501,Particulares,PAS,credit,5,219505,Si,Si
219510,COMPAÑIAS VINCULADAS,PAS,credit,4,2195,No,Si
21951001,Compañias Vinculadas,PAS,credit,5,219510,Si,Si
219515,CASA MATRIZ,PAS,credit,4,2195,No,Si
21951501,Casa Matriz,PAS,credit,5,219515,Si,Si
219520,SOCIOS O ACCIONISTAS,PAS,credit,4,2195,No,Si
21952001,Socios O Accionistas,PAS,credit,5,219520,Si,Si
219525,FONDOS Y COOPERATIVAS,PAS,credit,4,2195,No,Si
21952501,Fondos Y Cooperativas,PAS,credit,5,219525,Si,Si
219530,DIRECTORES,PAS,credit,4,2195,No,Si
21953001,Directores,PAS,credit,5,219530,Si,Si
219595,OTRAS,PAS,credit,4,2195,No,Si
21959501,Otras,PAS,credit,5,219595,Si,Si
22,PROVEEDORES,PAS,credit,2,2,No,Si
2205,NACIONALES,PAS,credit,3,22,No,Si
220505,NACIONALES,PAS,credit,3,22,No,Si
2210,DEL EXTERIOR,PAS,credit,3,22,No,Si
221005,DEL EXTERIOR,PAS,credit,3,22,No,Si
2215,CUENTAS CORRIENTES COMERCIALES,PAS,credit,3,22,No,Si
2220,CASA MATRIZ,PAS,credit,3,22,No,Si
2225,COMPAÑIAS VINCULADAS,PAS,credit,3,22,No,Si
23,CUENTAS POR PAGAR,PAS,credit,2,2,No,Si
2305,CUENTAS CORRIENTES COMERCIALES,PAS,credit,3,23,No,Si
230505,CUENTAS CORRIENTES COMERCIALES,PAS,credit,3,23,No,Si
2310,A CASA MATRIZ,PAS,credit,3,23,No,Si
231005,A CASA MATRIZ,PAS,credit,3,23,No,Si
2315,A COMPAÑIAS VINCULADAS,PAS,credit,3,23,No,Si
231505,A COMPAÑIAS VINCULADAS,PAS,credit,3,23,No,Si
2320,A CONTRATISTAS,PAS,credit,3,23,No,Si
232005,A CONTRATISTAS,PAS,credit,3,23,No,Si
2330,ORDENES DE COMPRA POR UTILIZAR,PAS,credit,3,23,No,Si
233005,ORDENES DE COMPRA POR UTILIZAR,PAS,credit,3,23,No,Si
2335,COSTOS Y GASTOS POR PAGAR,PAS,credit,3,23,No,Si
233505,GASTOS FINANCIEROS,PAS,credit,4,2335,No,Si
23350501,Gastos Financieros,PAS,credit,5,233505,Si,Si
233510,GASTOS LEGALES,PAS,credit,4,2335,No,Si
23351001,Gastos Legales,PAS,credit,5,233510,Si,Si
233515,LIBROS- SUSCRIPCIONES- PERIODICOS Y REVISTAS,PAS,credit,4,2335,No,Si
23351501,Libros- Suscripciones- Periodicos Y Revistas,PAS,credit,5,233515,Si,Si
233520,COMISIONES,PAS,credit,4,2335,No,Si
23352001,Comisiones,PAS,credit,5,233520,Si,Si
233525,HONORARIOS,PAS,credit,4,2335,No,Si
23352501,Honorarios,PAS,credit,5,233525,Si,Si
233530,SERVICIOS TECNICOS,PAS,credit,4,2335,No,Si
23353001,Servicios Tecnicos,PAS,credit,5,233530,Si,Si
233535,SERVICIOS DE MANTENIMIENTO,PAS,credit,4,2335,No,Si
23353501,Servicios De Mantenimiento,PAS,credit,5,233535,Si,Si
233540,ARRENDAMIENTOS,PAS,credit,4,2335,No,Si
23354001,Arrendamientos,PAS,credit,5,233540,Si,Si
233545,TRANSPORTES- FLETES Y ACARREOS,PAS,credit,4,2335,No,Si
23354501,Transportes- Fletes Y Acarreos,PAS,credit,5,233545,Si,Si
233550,SERVICIOS PUBLICOS,PAS,credit,4,2335,No,Si
23355001,Servicios Publicos,PAS,credit,5,233550,Si,Si
233555,SEGUROS,PAS,credit,4,2335,No,Si
23355501,Seguros,PAS,credit,5,233555,Si,Si
233560,GASTOS DE VIAJE,PAS,credit,4,2335,No,Si
23356001,Gastos De Viaje,PAS,credit,5,233560,Si,Si
233565,GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS,PAS,credit,4,2335,No,Si
23356501,Gastos De Representacion Y Relaciones Publicas,PAS,credit,5,233565,Si,Si
233570,SERVICIOS ADUANEROS,PAS,credit,4,2335,No,Si
23357001,Servicios Aduaneros,PAS,credit,5,233570,Si,Si
233595,OTROS,PAS,credit,4,2335,No,Si
23359501,Otros,PAS,credit,5,233595,Si,Si
2340,INSTALAMENTOS POR PAGAR,PAS,credit,3,23,No,Si
2345,ACREEDORES OFICIALES,PAS,credit,3,23,No,Si
2350,REGALIAS POR PAGAR,PAS,credit,3,23,No,Si
2355,DEUDAS CON ACCIONISTAS O SOCIOS,PAS,credit,3,23,No,Si
235505,ACCIONISTAS,PAS,credit,4,2355,No,Si
23550501,Accionistas,PAS,credit,5,235505,Si,Si
235510,SOCIOS,PAS,credit,4,2355,No,Si
23551001,Socios,PAS,credit,5,235510,Si,Si
2357,DEUDAS CON DIRECTORES,PAS,credit,3,23,No,Si
2360,DIVIDENDOS O PARTICIPACIONES POR PAGAR,PAS,credit,3,23,No,Si
236005,DIVIDENDOS,PAS,credit,4,2360,No,Si
23600501,Dividendos,PAS,credit,5,236005,Si,Si
236010,PARTICIPACIONES,PAS,credit,4,2360,No,Si
23601001,Participaciones,PAS,credit,5,236010,Si,Si
2365,RETENCION EN LA FUENTE,PAS,credit,3,23,No,Si
236505,SALARIOS Y PAGOS LABORALES,PAS,credit,4,2365,No,Si
23650501,Salarios Y Pagos Laborales,PAS,credit,5,236505,Si,Si
236510,DIVIDENDOS Y/O PARTICIPACIONES,PAS,credit,4,2365,No,Si
23651001,Dividendos Y/O Participaciones Tarifa 15%,PAS,credit,5,236510,Si,Si
236515,HONORARIOS,PAS,credit,4,2365,No,Si
23651501,Honorarios Tarifa 10%,PAS,credit,5,236515,Si,Si
23651502,Honorarios Tarifa 11%,PAS,credit,5,236515,Si,Si
236520,COMISIONES,PAS,credit,4,2365,No,Si
23652001,Comisiones Tarifa 10%,PAS,credit,5,236520,Si,Si
23652002,Comisiones Tarifa 11%,PAS,credit,5,236520,Si,Si
236525,SERVICIOS,PAS,credit,4,2365,No,Si
23652501,Servicios Tarifa 4%,PAS,credit,5,236525,Si,Si
23652502,Servicios Tarifa 6%,PAS,credit,5,236525,Si,Si
236530,ARRENDAMIENTOS,PAS,credit,4,2365,No,Si
23653001,Arrendamientos Tarifa 3.5%,PAS,credit,5,236530,Si,Si
23653002,Arrendamientos Tarifa 4%,PAS,credit,5,236530,Si,Si
236535,RENDIMIENTOS FINANCIEROS,PAS,credit,4,2365,No,Si
23653501,Rendimientos Financieros Tarifa 2.5%,PAS,credit,5,236535,Si,Si
23653502,Rendimientos Financieros Tarifa 4%,PAS,credit,5,236535,Si,Si
23653503,Rendimientos Financieros Tarifa 7%,PAS,credit,5,236535,Si,Si
236540,COMPRAS,PAS,credit,4,2365,No,Si
23654001,Compras Tarifa 1.5%,PAS,credit,5,236540,Si,Si
23654002,Compras Tarifa 2.5%,PAS,credit,5,236540,Si,Si
23654003,Compras Tarifa 3.5%,PAS,credit,5,236540,Si,Si
236545,LOTERIAS- RIFAS- APUESTAS Y SIMILARES,PAS,credit,4,2365,No,Si
23654501,Loterias- Rifas- Apuestas Y Similares Tarifa 20%,PAS,credit,5,236545,Si,Si
236550,POR PAGOS AL EXTERIOR,PAS,credit,4,2365,No,Si
236555,POR INGRESOS OBTENIDOS EN EL EXTERIOR,PAS,credit,4,2365,No,Si
236560,ENAJENACION PROPIEDADES PLANTA Y EQUIPO- PERSONAS NATURALES,PAS,credit,4,2365,No,Si
236565,POR IMPUESTO DE TIMBRE,PAS,credit,4,2365,No,Si
23656501,Por Impuesto De Timbre Tarifa 1%,PAS,credit,5,236565,Si,Si
236570,OTRAS RETENCIONES Y PATRIMONIO,PAS,credit,4,2365,No,Si
236575,AUTORRETENCIONES,PAS,credit,4,2365,No,Si
23657501,Autorretenciones Tarifa 1.2%,PAS,credit,5,236575,Si,Si
23657502,Autorretenciones Tarifa 3.5%,PAS,credit,5,236575,Si,Si
23657503,Autorretenciones Tarifa 4.5%,PAS,credit,5,236575,Si,Si
2367,IMPUESTO A LAS VENTAS RETENIDO,PAS,credit,3,23,No,Si
236705,IMPUESTO A LAS VENTAS RETENIDO,PAS,credit,3,23,No,Si
23670501,Reteiva Tarifa 15%,PAS,credit,3,23,Si,Si
2368,IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO,PAS,credit,3,23,No,Si
2370,RETENCIONES Y APORTES DE NOMINA,PAS,credit,3,23,No,Si
237005,APORTES A ENTIDADES PROMOTORAS DE SALUD- EPS,PAS,credit,4,2370,No,Si
23700501,Aportes A Entidades Promotoras De Salud- Eps,PAS,credit,5,237005,Si,Si
237006,APORTES A ADMINISTRADORAS DE RIESGOS PROFESIONALES- ARP,PAS,credit,4,2370,No,Si
23700601,Aportes A Administradoras De Riesgos Profesionales- Arp,PAS,credit,5,237006,Si,Si
237010,APORTES AL ICBF- SENA Y CAJAS DE COMPENSACION,PAS,credit,4,2370,No,Si
23701001,Aportes Al Icbf- Sena Y Cajas De Compensacion,PAS,credit,5,237010,Si,Si
237015,APORTES AL FIC,PAS,credit,4,2370,No,Si
23701501,Aportes Al Fic,PAS,credit,5,237015,Si,Si
237025,EMBARGOS JUDICIALES,PAS,credit,4,2370,No,Si
23702501,Embargos Judiciales,PAS,credit,5,237025,Si,Si
237030,LIBRANZAS,PAS,credit,4,2370,No,Si
23703001,Libranzas,PAS,credit,5,237030,Si,Si
237035,SINDICATOS,PAS,credit,4,2370,No,Si
23703501,Sindicatos,PAS,credit,5,237035,Si,Si
237040,COOPERATIVAS,PAS,credit,4,2370,No,Si
23704001,Cooperativas,PAS,credit,5,237040,Si,Si
237045,FONDOS,PAS,credit,4,2370,No,Si
23704501,Fondos,PAS,credit,5,237045,Si,Si
237095,OTROS,PAS,credit,4,2370,No,Si
23709501,Otros,PAS,credit,5,237095,Si,Si
2375,CUOTAS POR DEVOLVER,PAS,credit,3,23,No,Si
2380,ACREEDORES VARIOS,PAS,credit,3,23,No,Si
238005,DEPOSITARIOS,PAS,credit,4,2380,No,Si
23800501,Depositarios,PAS,credit,5,238005,Si,Si
238010,COMISIONISTAS DE BOLSAS,PAS,credit,4,2380,No,Si
23801001,Comisionistas De Bolsas,PAS,credit,5,238010,Si,Si
238015,SOCIEDAD ADMINISTRADORA-FONDOS DE INVERSION,PAS,credit,4,2380,No,Si
23801501,Sociedad Administradora-Fondos De Inversion,PAS,credit,5,238015,Si,Si
238020,REINTEGROS POR PAGAR,PAS,credit,4,2380,No,Si
23802001,Reintegros Por Pagar,PAS,credit,5,238020,Si,Si
238025,FONDO DE PERSEVERANCIA,PAS,credit,4,2380,No,Si
23802501,Fondo De Perseverancia,PAS,credit,5,238025,Si,Si
238030,FONDOS DE CESANTIAS Y/O PENSIONES,PAS,credit,4,2380,No,Si
23803001,Fondos De Cesantias Y/O Pensiones,PAS,credit,5,238030,Si,Si
238035,DONACIONES ASIGNADAS POR PAGAR,PAS,credit,4,2380,No,Si
23803501,Donaciones Asignadas Por Pagar,PAS,credit,5,238035,Si,Si
238095,OTROS,PAS,credit,4,2380,No,Si
23809501,Otros,PAS,credit,5,238095,Si,Si
24,IMPUESTOS- GRAVAMENES Y TASAS,PAS,credit,2,2,No,Si
2404,DE RENTA Y COMPLEMENTARIOS,PAS,credit,3,24,No,Si
240405,VIGENCIA FISCAL CORRIENTE,PAS,credit,4,2404,No,Si
24040501,Vigencia Fiscal Corriente,PAS,credit,5,240405,Si,Si
240410,VIGENCIAS FISCALES ANTERIORES,PAS,credit,4,2404,No,Si
24041001,Vigencias Fiscales Anteriores,PAS,credit,5,240410,Si,Si
2408,IMPUESTO SOBRE LAS VENTAS POR PAGAR,PAS,credit,3,24,No,Si
240801,IMPUESTO GENERADO SOBRE LAS VENTAS,PAS,credit,3,24,No,Si
24080101,Iva Generado Ventas 19%,PAS,credit,3,24,Si,Si
24080102,Iva Generado Ventas 5%,PAS,credit,3,24,Si,Si
240802,IMPUESTO DESCONTABLE SOBRE COMPRAS,PAS,credit,3,24,No,Si
24080201,Iva Descontable Compras 19%,PAS,credit,3,24,Si,Si
24080202,Iva Descontable Compras 5%,PAS,credit,3,24,Si,Si
240803,IMPUESTO DESCONTABLE SOBRE GASTOS,PAS,credit,3,24,No,Si
24080301,Iva Descontable Gastos 19%,PAS,credit,3,24,Si,Si
24080302,Iva Descontable Gastos 5%,PAS,credit,3,24,Si,Si
240899,IMPUESTO POR PAGAR,PAS,credit,3,24,No,Si
24089901,Iva Pendiente Por Pagar,PAS,credit,3,24,Si,Si
2412,DE INDUSTRIA Y COMERCIO,PAS,credit,3,24,No,Si
241205,VIGENCIA FISCAL CORRIENTE,PAS,credit,4,2412,No,Si
24120501,Vigencia Fiscal Corriente,PAS,credit,5,241205,Si,Si
241210,VIGENCIAS FISCALES ANTERIORES,PAS,credit,4,2412,No,Si
24121001,Vigencias Fiscales Anteriores,PAS,credit,5,241210,Si,Si
2416,A LA PROPIEDAD RAIZ,PAS,credit,3,24,No,Si
2420,DERECHOS SOBRE INSTRUMENTOS PUBLICOS,PAS,credit,3,24,No,Si
2424,DE VALORIZACION,PAS,credit,3,24,No,Si
242405,VIGENCIA FISCAL CORRIENTE,PAS,credit,4,2424,No,Si
